,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
2725,Das ist das Problem!,FDP,Dr. Guido Westerwelle,SPD,Peer Steinbrück,2009-03-06,92391," nach wie vor der Fähigkeit mächtig, Subjekt, Prädikat und Objekt aneinanderzureihen. Sie werden mich schon verstehen. (Dr. Guido Westerwelle [FDP]: Das machen  Sie mit Herrn Glos aus!) Das größere Problem ist, dass Sie mich nicht verstehen wollen oder können.  (Heiterkeit und Beifall bei der SPD – ",1
2726,Jaja! Genau! Frauen können keine Kameradschaft!,FDP,Dr. Marie-Agnes Strack-Zimmermann,AfD,Rüdiger Lucassen,2019-06-06,159139,". (Beifall bei der AfD – Dr. Tobias Lindner [GRÜNE]: Soldatinnen, hört gut her! – Dr. Marie-Agnes Strack-­Zimmermann [FDP]: Weil die mehr Haare auf dem Kopf haben!) Junge Leute, die Soldat werden wollen, erwarten eine Welt, in der Begriffe wie Pflicht, Treue und Kameradschaft noch Bedeutung haben. (",0
2727,Also Sie nicht!,GRÜNE,Renate Künast,DIE LINKE,Lutz Heilmann,2008-05-08,87401,"en Anbau von Energiepflanzen. Die Nachfrage nach Nahrungs- und Futtermitteln wächst momentan weltweit, weil die Zahl der Menschen weiter wächst und weil viele Menschen zum Glück mehr, aber auch fleischlastiger essen. Gleichzeitig sinkt die Anbaufläche. Wer ein wenig von Marktmechanismen versteht,  (",1
2728,Ach? Na also!,AfD,Armin-Paulus Hampel,CDU/CSU,Ingo Gädechens,2020-07-02,168363,"en Thematik, nämlich einer möglichen Troglösung in der Stadt Bad Schwartau, persönlich sehr kundig gemacht haben, auch vor Ort waren. Es wird die Schwartauer nicht freuen, dass Sie zu diesem Ergebnis gekommen sind, (Armin-Paulus Hampel [AfD]: Warum?) aber zu irgendeinem Ergebnis müssen wir kommen. (",0
2729,"Man merkt, dass Sie kein Haushälter sind! Das ist doch alles unsolide!",SPD,Johannes Kahrs,CDU/CSU,Patrick Schnieder,2011-11-25,110244,"er Städtebauförderung festzustellen. Zunächst: Nehmen Sie bitte zur Kenntnis, dass wir das hohe Niveau des Vorjahres halten und für diesen Bereich erneut 455 Millionen Euro bereitstellen. (Sören Bartol [SPD]: Sie kürzen!) – Das ist keine Kürzung. Auch 2011 standen 455 Millionen Euro zur Verfügung. (",1
2730,Bayern auch!,SPD,Timon Gremmels,CDU/CSU,Dr. Anja Weisgerber,2018-09-11,151192," Gebäudesektor. Deswegen – ich kann mich nur wiederholen – setzen wir wirklich darauf, dass der Bundesfinanzminister jetzt einen Gesetzentwurf zur steuerlichen Förderung der energetischen Gebäudesanierung vorlegt. (Beifall bei der CDU/CSU) Und wir setzen auch darauf, dass die Länder dann mitgehen. (",0
2731,Doch!,CDU/CSU,Ralph Brinkhaus,GRÜNE,Kordula Schulz-Asche,2021-02-12,174023,"h gut zugehört haben. Der Zusammenhang, in dem ich von autoritären Ansagen gesprochen habe, bezog sich auf die Treffen der Bundeskanzlerin mit den Ministerpräsidenten und die daraus folgenden Anordnungen, die nicht vom Parlament legitimiert sind. (Carsten Schneider [Erfurt] [SPD]: Doch, sind sie! – ",0
2732,CSU!,CDU/CSU,Albert Rupprecht,SPD,Dr. Simone Raatz,2014-09-11,127300,"ass die Novellierung des Wissenschaftszeitvertragsgesetzes, an der wir derzeit arbeiten, ein ganz wichtiger erster Schritt dafür ist. Mit Freude habe ich zur Kenntnis genommen, dass stellvertretend für die Unionsfraktion auch mein CDU-Kollege, Herr Rupprecht – Sie werden heute mehrfach erwähnt –,  (",0
2733,Reden Sie doch mal zum Thema!,SPD,Timon Gremmels,AfD,Karsten Hilse,2020-09-29,169524,"rtritt, ist die Alternative für Deutschland. (Beifall bei der AfD – Zuruf des Abg. Patrick Schnieder [CDU/CSU] – Weiterer Zuruf: Er hat den Verstand verloren!) Der Rest des Bundestages ist darauf bedacht – oder nimmt es zumindest billigend in Kauf –, Deutschland mit immer mehr Migranten zu fluten, (",1
2734,"Ja, genau!",GRÜNE,Katja Keul,CDU/CSU,Dr. Philipp Lengsfeld,2015-05-07,132072,"n Blick eine gewisse seriöse Anmutung: „Unabhängige Historikerkommission zur Geschichte des Bundeskanzleramtes einsetzen“. Man könnte denken: Ja, wir klären die NS-Geschichte der Fachministerien auf, also könnten wir doch darüber diskutieren, diese Aufklärung auf das Bundeskanzleramt auszuweiten.  (",2
2735,Richtig!,SPD,Esra Limbacher,GRÜNE,Dr. Till Steffen,2023-11-09,197838,"t ja genau das Drehbuch, das Rechtspopulisten überall draufhaben (Andreas Bleck [AfD]: Dann gehen Sie doch nach Hause, wenn Ihnen das nicht gefällt!) – jetzt hören Sie doch mal zu! –: dass sie zunächst die demokratischen Institutionen verächtlich machen, um dann einen Umbau der Justiz vorzunehmen. (",2
2736,"Gut gemacht, Thomas!",SPD,Ulrich Freese,SPD,Thomas Jurk,2019-11-26,162554,"Bundesanstalt für Geowissenschaften und Rohstoffe, das bekanntermaßen in Cottbus Einzug halten soll, der zweite Behördenstandort des BMWi in diesem Haushaltsplan für die Lausitz. Das, glaube ich, ist das richtige Signal an unsere Bergbauregionen, die im Strukturwandel stehen. (Beifall bei der SPD – ",2
2737,Sie haben nicht zugehört!,SPD,<unknown>,FDP,Friedrich Nolting,2001-06-28,53842,"Zur Konversion haben Sie heute nicht ein einziges Wort gesagt. (Angelika Beer [GRÜNE]: Aber das stimmt doch nicht! Sie hat dazu ausführlich Stellung genommen!) Ich denke, die betroffenen Kommunen haben ein Recht darauf, hierzu etwas zu hören. (Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU –",1
2738,Ach Gottchen!,GRÜNE,Steffi Lemke,CDU/CSU,Volkmar Vogel,2019-06-05,159008,"uch ergänzt werden durch das, was das Klimakabinett, nämlich die betroffenen Ministerien, gemeinsam festlegt. Wir werden das umsetzen. Ein weiterer großer Unterschied zwischen uns und den Grünen ist der, dass wir die Maßnahmen, die wir vorhaben, die wir einleiten, vorher auf den Prüfstand stellen, (",0
2739,Der Finanzminister kneift! Fix und fertig ist er!,CDU/CSU,Hans Michelbach,SPD,Walter Schöler,2003-05-21,61650,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich halte das, was in diesem Hause vorgeht, für einen unglaublichen Vorgang (Beifall bei der SPD und dem GRÜNE – Beifall und Lachen bei der CDU/CSU und der FDP) – hören Sie ruhig zu –, auch das, was Sie hier heute Nachmittag inszeniert haben. (",1
2740,Das ist aber leidenschaftlich hier!,FDP,Thomas Sattelberger,DIE LINKE,Jessica Tatti,2020-02-13,164808,"fassbar abgehoben, dass es mich echt wütend macht. (Matthias W. Birkwald [DIE LINKE]: Und peinlich ist es auch noch!) Herr Sattelberger und Kolleginnen und Kollegen der FDP, das ist einfach nur lächerlich! (Beifall bei der LINKEN, der SPD und dem GRÜNE sowie bei Abgeordneten der CDU/CSU – Dr. h. c. ",1
2741,Lesen Sie es durch!,SPD,Dr. Johannes Fechner,GRÜNE,Katja Keul,2015-06-12,132733,"oll!  (Beifall beim GRÜNE – Dr. Johannes Fechner [SPD]: Das stimmt doch gar nicht!)  Was ist denn mit den Journalisten, die von Whistleblowern kontaktiert werden? Fallen die jetzt unter die Ausnahme der beruflichen Pflichterfüllung?  (Dr. Eva Högl [SPD]: Diese Daten dürfen nicht verwendet werden! – ",0
2742,Ihr müsst im Bundesrat Farbe bekennen!,GRÜNE,Franziska Eichstädt-Bohlig,CDU/CSU,Dr. Heinz Riesenhuber,2003-02-14,60279,"sollen. Das heißt also: Ihr braucht uns! Lieber Herr Müntefering, warum kommen Sie nicht mit Liebe und Demut auf uns zu und bitten uns um brüderlichen Rat, der Ihnen helfen soll, eine verfahrene Situation halbwegs wieder in Ordnung zu bringen?  (Heiterkeit und Beifall bei Abgeordneten der CDU/CSU – ",0
2743,Außer Ihnen  sieht niemand dieses Misstrauen!,CDU/CSU,Wolfgang Zöller,SPD,Nicolette Kressl,2004-11-11,68799," Weg ist. (Wolfgang Zöller [CDU/CSU]: Schauen Sie  einmal, was es an Pflichtberatungen gibt!) Ich will ausdrücklich niemandem von Ihnen dieses Misstrauen unterstellen, aber ich will Ihnen deutlich machen, dass wir die Gefahr, dass Misstrauen zwischen den Zeilen mitschwingen kann, vermeiden wollen. (",1
2744,Er hätte noch besser sein können!,GRÜNE,Katja Keul,SPD,Dr. Karl-Heinz Brunner,2019-10-24,161310,"absenken können. Last, but not least: Auch die politisch motivierten Adoptionen, die Unterbringung in Jugendheimen, die Umsiedlungen etc. werden jetzt berücksichtigt. – Damit habe ich nur einiges genannt. Ich bedanke mich recht herzlich für die Beratungen. Heute ist, wie ich glaube, ein guter Tag, (",1
2745,Für Demokratie im Sinne von Herrn Grötsch!,AfD,Dr. Alexander Gauland,SPD,Uli Grötsch,2019-06-06,159133,"s ist hier bekannt. Am Ende zählen in einem Rechtsstaat die Fakten, liebe Kolleginnen und Kollegen. (Jürgen Braun [AfD]: Sie sind dabei, Unsinn zu reden!) Da muss man feststellen, dass die Hisbollah zurzeit bei uns in Deutschland zurückhaltend und gewaltfrei ist, also auch keine Straftaten begeht. (",0
2746,Alles sehr defensiv!,FDP,Dr. Wolfgang Gerhardt,FDP,Dr. Wolfgang Gerhardt,2001-11-28,55316,"t – das Recht, zu sagen, dass sie das nicht organisieren können. Das stellt eine sinnvolle Balance zwischen den betrieblichen Interessen einerseits und den Interessen der Beschäftigten sowie der Volkswirtschaft andererseits dar. (Hans-Peter Repnik [CDU/CSU]: Was sagt die Benchmarking-Gruppe dazu? – ",0
2747,Stimmt doch gar nicht!,FDP,Katharina Willkomm,CDU/CSU,Philipp Amthor,2024-02-01,200352,"echtsreform haben Sie ja eben keine Wahlrechtsreform zulasten aller Fraktionen hier im Parlament auf den Weg gebracht, sondern Sie haben eine Reform zulasten der Opposition und eine Reform an der Opposition gemacht. Und das machen wir nicht mit, und dem widersprechen wir. (Beifall bei der CDU/CSU – ",1
2748,"Frau Kollegin,  wissen Sie, wieviel Mann ein Korps um faßt?",CDU/CSU,<unknown>,DIE LINKE,Andrea Lederer,1991-11-27,3991,"onal einzugreifen. Das deutsch-französische Korps ist als  möglicher Kern einer weltweit operierenden Eingreiftruppe gedacht.  (Zuruf von der CDU/CSU: Weltweit?)  Herr Klose hat bereits heute morgen nachgefragt,  welche Aufgaben dieses Korps übernehmen so ll. Die  Antwort ist bislang ausgeblieben.  ",0
2749,So sind sie halt!,SPD,Ute Kumpf,SPD,Gabriele Hiller-Ohm,2007-11-15,84147,"m Beispiel den Ausbau der sozialen Infrastruktur komplett aus.  (Widerspruch bei der LINKEN) Die Vorschläge sind auch finanzpolitisch unseriös: Die Linksfraktion verspricht wieder einmal die Verteilung von finanziellen Hilfen aus dem Füllhorn, ohne auch nur anzudeuten, woher das Geld kommen soll.  (",0
2750,Da bin ich ja mal gespannt!,DIE LINKE,Oskar Lafontaine,SPD,Uwe Benneter,2008-01-17,85097,"zminister Steinbrück inzwischen auch darangegangen ist, einen Kodex für all die Unternehmen zu schaffen, an denen der Bund beteiligt ist. Sie haben recht: Bundesunternehmen müssen in dieser Frage für uns Vorbild sein. (Beifall bei der SPD und der LINKEN sowie des Abg. Dr. Hermann Otto Solms [FDP] – ",0
2751,Sie aber nicht!,CDU/CSU,<unknown>,FDP,Rainer Brüderle,2006-09-08,76739,"ag. – Das ist jedenfalls keine konsistente, logische und zielführende Politik. Sie müssen endlich den Mut haben, die grundlegenden Reformen anzupacken. Wenn Sie das nicht tun, geben Sie der Wirtschaft nicht die Luft, die sie braucht. Sie kann mehr. Wir sind unter dem Wert, den wir erreichen können. ",1
2752,Ein verbeamteter Lehrer ist nicht automatisch ein Schwimmlehrer! Das hat mit der Verbeamtung nichts zu tun! Das ist doch absurd!,GRÜNE,Lisa Paus,CDU/CSU,Dr. Frank Steffel,2017-06-21,145040,"setzt wird. Auch hier könnte ich wieder mit Verweis auf Berlin sagen: Kein Wunder! Wenn man die Lehrer nicht verbeamtet, dann gehen die guten Leute in andere Bundesländer, und man muss auf fachfremdes Personal zurückgreifen. (Özcan Mutlu [GRÜNE]: In Berlin ist kein Wahlkampf! Erst in fünf Jahren! – ",1
2753,Nein!,CDU/CSU,Jens Spahn,GRÜNE,Fritz Kuhn,2010-09-30,100985," Sagen Sie doch mal:  Was kriegen die Leute denn alles?) Eine Finanzierung aus Steuermitteln sei viel gerechter, haben wir immer wieder gehört. Darüber haben wir viele Debatten geführt. (Jens Spahn [CDU/CSU]: Ja, und? Ist das  schlimm?) Aber tatsächlich nehmen Sie das benötigte Geld aus dem Fonds. (",1
2754,Haben Sie eben nicht die Rede von  Herrn Pfuhl gehört?,SPD,Dr. Uwe Jens,FDP,Josef Grünbeck,1991-09-27,2824,"Uwe Jens [SPD]: Da hinten sitzt die Re -gierung!)  — Wir nehmen diese Regierung und die freien Berufe  ausdrücklich in Schutz, weil die Finanzierbarkeit bei  Ihnen keine Rolle spielt, aber bei uns eine entscheidende Bedeutung hat. Das hat der Kollege Doss schon  erwähnt.  (Widerspruch bei der SPD — ",0
2755,Wer will das  denn?,SPD,Dr. Konstanze Wegner,CDU/CSU,Dr. Rupert Scholz,1991-11-28,4163,"o wir aber der Meinung sind,  daß sich das Grundgesetz auf Dauer bewährt hat.  (Beifall bei der CDU/CSU und der FDP)  Wir wollen keine Totalrevision des Grundgesetzes.  Wir wollen auch keine Überforderung unserer Verfassung mit Utopismen, mit Verfassungskosmetik  oder schlichter Verfassungslyrik.  (",0
2756,So ist es!,CDU/CSU,Dr. Peter Paziorek,CDU/CSU,Dr. Rolf Bietmann,2004-09-24,67958,"ersten Lesung unseres Antrages haben Sie und Vertreter der rot-grünen Regierungskoalition deutlich gemacht, dass Sie an einer Dr. Rolf Bietmannniedrigen Quote für den Einsatz dieser Klimaschutzmechanismen festhalten wollen. Diese Politik ist nach meiner Auffassung im Ergebnis klimaschutzschädlich. (",2
2757,"Jetzt kommen Sie mal zum Thema, Herr Lenkert!",CDU/CSU,Tankred Schipanski,DIE LINKE,Ralph Lenkert,2016-01-29,136553,"kten, zu Krieg, Vertreibung und Flucht führt. Was macht diese Bundesregierung? Sie ignoriert das und verfehlt das Ziel, 0,7 Prozent vom Bruttoinlandsprodukt für Entwicklungshilfe bereitzustellen – (Dr. André Hahn [DIE LINKE]: Seit Jahren!) – seit Jahren –, konstant und klar mit 0,4 Prozentpunkten. (",1
2758,Das haben wir  doch auch bei den Ausgesiedelten!,CDU/CSU,Norbert Geis,SPD,Hans-Joachim Hacker,1996-02-08,27833,ochen gegeben haben. Der von Ihnen  vorgelegte Vorschlag ist nicht das Ergebnis abgewogener Überlegungen.  (Beifall bei der SPD)  Er wird den historischen Verpflichtungen nicht  gerecht und schafft den Boden für neue Rechtsstreitigkeiten durch Einführung eines neuen Stichtages  im Vermögensrecht.  (,0
2759,Was soll denn daran gerecht sein?,AfD,Jürgen Braun,SPD,Cansel Kiziltepe,2019-03-21,156822,"Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Sie können nahezu jede Ökonomin und jeden Ökonomen fragen: Die Grundsteuer ist eine der gerechtesten und effizientesten Steuern, die wir haben. (Beifall bei Abgeordneten der SPD – Widerspruch bei der CDU/CSU – ",0
2760,Wer hat das  denn angekündigt?,FDP,Dr. Wolfgang Gerhardt,GRÜNE,Anna Lührmann,2003-12-11,64280,"und der nationalen Zentralbanken ist in Art. I-29 und Art. III-80 ausreichend rechtlich abgesichert. Das sieht sogar die EZB selber in ihrer Stellungnahme vom 19. September so. Herr Schäuble, Herr Gerhardt, wollen Sie der Verfassung wirklich nur wegen eines Präzisierungsvorschlags nicht zustimmen? (",0
2761,"Hätten Sie es getan, wäre es besser gewesen!",GRÜNE,Petra Selg,FDP,Dirk Niebel,2005-05-12,71887,"Herr Präsident! Meine sehr verehrten Damen und Herren! Ich muss schon zugeben: Ich habe lange mit mir gerungen, ob ich meine Redezeit vielleicht dem Kollegen Benneter zur Verfügung stellen sollte.  (",1
2762,Dann müssen Sie ganz von vorne anfangen!,GRÜNE,Katrin Göring-Eckardt,CDU/CSU,Volker Kauder,2016-09-07,139678,"ajduk [GRÜNE]: Das wird schwer! – Katrin Göring-Eckardt [GRÜNE]: Das ist ganz schwierig!) dass wir nicht Anlass geben, dass draußen in unserem Land die Menschen sagen: Die leisten sich nur noch Diskussionen. – Denn dadurch geht unter, was wir machen: eine gute Arbeit, um unser Land voranzubringen. (",0
2763,So ist es!,FDP,Maximilian Mordhorst,SPD,Peggy Schierenbeck,2023-03-31,191584,e von 200 Euro oder eine Einmalzahlung für Empfängerinnen und Empfänger von Arbeitslosengeld I in Höhe von 100 Euro. Ab 2023 können Steuerzahler/-innen ihre Rentenbeiträge voll absetzen. Aufwendungen für die Altersvorsorge werden als Sonderausgabe berücksichtigt. (Beifall bei Abgeordneten der SPD – ,2
2764,Die Ahnungen sind berechtigt!,CDU/CSU,Dietmar Kansy,SPD,Wolfgang Spanier,2000-10-12,49412,"CDU/CSU]: Das ist wahr!) zumindest auf den ersten Blick: Mietenanstieg auf einem Tiefststand – ich glaube, seit 1962 –; ein deutlich geringerer Anstieg der Nebenkosten; insgesamt eine Entspannung auf dem Wohnungsmarkt. Ich ahne, dass Sie sich heute kräftig auf die Schulter klopfen wollen. (Dr.-Ing. ",2
2765,Ihr wollt ja gar keine!,SPD,Gernot Erler,FDP,Friedrich Nolting,1995-02-09,22193," trainiert  werden.  Frau Kollegin Zapf, Sie wissen es ganz genau: Simulatoren allein reichen hier nicht aus. Wir haben  gerade in der letzten Verteidigungsausschußsitzung  darüber gesprochen. Sie wissen, daß Simulatoren,  die Sie hier angesprochen haben, technisch noch  nicht so ausgereift sind.  (",0
2766,Sehr gut!,FDP,Michael Goldmann,GRÜNE,Nicole Maisch,2012-10-18,116106,"Beifall beim GRÜNE) Deshalb sagen wir: Die Neuordnung der Agrarsubventionen auf europäischer Ebene ist eine gute Möglichkeit,  um sich für Klasse statt Masse einzusetzen. Wir setzen  nicht mehr auf billig, sondern wir setzen auf besser. (Beifall beim GRÜNE  sowie bei Abgeordneten der LINKEN – Hans- ",2
2767,Gegen den Turbokapitalismus!,FDP,Patrick Döring,GRÜNE,Winfried Hermann,2006-10-19,77524,"Frau Präsidentin! Meine Damen und Herren! Ich bedanke mich dafür, dass ich heute das Schlusswort bekomme. Ich freue mich, dass es heute eine neue Allianz gibt, eine Allianz  (",0
2768,Dafür haben wir die Rente!,CDU/CSU,Hubert Hüppe,GRÜNE,Markus Kurth,2013-03-14,119906,"Denn sonst passiert das, was wir, wie gesagt, nicht  wollen: Dann sind die Betroffenen, die einen besonders  hohen Unterstützungs- und Assistenzbedarf haben, doch  auf Sozialhilfe angewiesen. Sehr wenige Betroffene haben einen so hohen Bedarf, aber es gibt sie. (Beifall bei Abgeordneten des GRÜNE – ",0
2769,"Ja, richtig!",SPD,Konrad Gilges,FDP,Dirk Niebel,1999-06-30,43916,"triegewerkschaft Bauen-Agrar-Umwelt, „SWG-Express“, zu beginnen. (Lachen bei der SPD) Hier spricht der Bundesvorsitzende der IG Bauen-Agrar- Umwelt: Beharrlichkeit bei der eigenen Interessenvertretung zahlt sich aus. (Beifall bei Abgeordneten der SPD sowie des Abg. Hans-Christian Ströbele [GRÜNE] – ",2
2770,Schreien Sie nicht so!,GRÜNE,Dr. Franziska Brantner,AfD,Jens Kestner,2019-05-09,158104,"sere Soldaten kümmern. Nein, das tun Sie nicht. (Beifall bei der AfD – Henning Otte [CDU/CSU]: Haben Sie sich überhaupt damit auseinandergesetzt?) Waren es nicht Sie, Frau Ministerin, die von der Agenda Attraktivität mit der dazugehörigen Trendwende Personal gesprochen und sie auch ausgerufen hat? (",1
2771,Und es war keiner hier!,SPD,Alfred Hartenbach,GRÜNE,Hans-Christian Ströbele,1999-02-24,41732,"e Geis, ich fühlte mich angesprochen, als Sie die Situation im Rechtsausschuß heute erwähnt haben. Etwa um 14.15 Uhr hat die CDU/CSU- Fraktion beantragt, die Sitzung zu unterbrechen, damit die Mitglieder der CDU/CSU, der FDP und der PDS ins Plenum gehen und der allgemeinen Debatte lauschen können. (",0
