,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context
312967,Das habe ich doch gesagt!,DIE LINKE,Katja Kipping,GRÜNE,Dr. Wolfgang Strengmann-Kuhn,2016-10-21,140825,"der Hartz‑IV-Beziehenden sind Langzeitarbeitslose. Es gibt sogar mehr Erwerbstätige als Langzeitarbeitslose, die Hartz IV beziehen. Diese Gruppe ist deutlich größer als die Gruppe der Langzeitarbeitslosen. Insgesamt beziehen fast 8 Millionen Menschen Grundsicherungsleistungen. Darum geht es heute. ("
343067,"Wir sind jetzt hier nicht im Berliner Senat, sondern im Bundestag!",SPD,Katja Mast,CDU/CSU,Thomas Heilmann,2019-01-18,154910,"erzögert und Tausende von Wohnungen in Berlin nicht gebaut. Ja, selbst Dachgeschossausbauten wollen Sie nicht, weil Sie nicht wollen, dass Bäume beschnitten werden. Ganz zum Schluss: Raten Sie mal, wie viele Grundstücke gemeinnützige Genossenschaften zum Bau von Wohnungen in Berlin bekommen haben? ("
83051,Bei Ihnen waren es 5 DM! Das ist der Unterschied!,CDU/CSU,<unknown>,GRÜNE,Dr. Reinhard Loske,2000-09-14,48996,"ndere fossile Brenn- und Treibstoffe sollen sich ... über einen Zeitraum von mindestens 5 Jahren hinweg um jährlich 5 % verteuern. 5 Prozent von 2 DM! Nach dem CSU-Konzept müsste das Benzin also jährlich um 10 Pfennig teurer werden. Wo 11359 liegt da der Unterschied zu dem, was die Regierung macht? "
295574,"Er ist auch nicht ganz verständlich, der Schritt!",GRÜNE,Maria Klein-Schmeink,SPD,Dr. Karl Lauterbach,2015-06-11,132604,"! Zunächst einmal zögere ich ein bisschen mit meiner Kritik, Frau Wöllert. Ich habe nämlich mit Genugtuung gehört – das findet meine Zustimmung –, dass Sie sich enthalten wollen. Das ist ein wichtiger Schritt nach vorne, dafür danke ich Ihnen.  (Heiterkeit und Beifall bei Abgeordneten der CDU/CSU – "
154038,Wer sagt  das denn?,CDU/CSU,Karl-Josef Laumann,SPD,Edelgard Bulmahn,2005-04-14,71397,"gs, meine sehr geehrten Herren und Damen von der Opposition: Was ist eigentlich Ihr Weg? Welches Bild haben Sie eigentlich von der Zukunft unserer Gesellschaft und von der Zukunft der Kinder und Jugendlichen? (Beifall bei der SPD sowie bei Abgeordneten  des GRÜNE) Sie wollen das BAföG abschaffen.  ("
309690,Das können Sie mal besprechen!,SPD,Marianne Schieder,CDU/CSU,Tankred Schipanski,2016-07-07,139422," nicht weit voneinander entfernt sind. Man kann Ihre Ungeduld schon verstehen. (Beifall beim GRÜNE) Ich gestehe offen, dass ich der Meinung bin, dass das Bundesjustizministerium den Arbeitsauftrag aus dem Koalitionsvertrag ruhig etwas schneller bearbeiten könnte. (Özcan Mutlu [GRÜNE]: Hört! Hört! – "
48404,Sie sparen doch unso,SPD,<unknown>,CDU/CSU,Dr. Wolfgang Schäuble,1996-10-30,31845,"ardt [FDP]: So ist das!)  Denn sie kann man nur durch Einsparungen senken,  anders nicht.  (Beifall bei der CDU/CSU und der FDP)  Sie haben immer nur Steuererhöhungs- und Abgabenerhöhungsvorschläge gemacht. Sie haben nicht  einen einzigen Einsparungsvorschlag gemacht. Ich  muß Ihnen das vorhalten.  "
117377,"Nein, gegen die SPD!",CDU/CSU,Wolfgang Zöller,SPD,Waltraud Lehn,2002-12-05,59530,"Herr Seehofer, ich halte es für wirklich nicht hinnehmbar, wie Sie hier eine gezielte Emotion gegen eine Gruppe unserer Bevölkerung geschürt haben, ("
163959,"Die Bundeskanzlerin hat in ihrer Regierungserklärung gesagt, dass die Mittel den Kommunen zur Verfügung gestellt werden müssen! Da können Sie sagen, was Sie wollen!",FDP,Ina Lenke,SPD,Christel Humme,2006-03-30,74872," es – natürlich Familie und Beruf, wie 88 Prozent aller jungen Männer und Frauen. Um ihnen das später zu ermöglichen, schichten wir jetzt Haushaltsmittel um und schaffen neue Rahmenbedingungen mit Investitionen in die Zukunft. Frau Lenke, dazu gehört nach wie vor unser Tagesbetreuungsausbaugesetz. ("
44911,"Nein, das geht  doch nicht!",CDU/CSU,<unknown>,GRÜNE,Elisabeth Altmann,1996-04-25,29012,"Frau Präsidentin! Verehrte Kolleginnen und Kollegen! Ich möchte in meiner Kurzintervention auf verschiedene Aussagen von einigen Kollegen eingehen, zuerst darauf, daß Frau Bundesministerin Merkel gesagt hat,  "
25306,Sehr richtig!,CDU/CSU,Michael Glos,SPD,Susanne Kastner,1993-10-28,15439," in  der Hölle. Damit beschreibt er sehr treffend die  mentale und psychische Situation der arbeitslosen  Menschen, von denen sich diese Regierung schon  längst abgewandt hat. In solch einer Situation sind  gemeinsame arbeitsmarktpolitische Kraftakte notwendig, die diesen Krisenstandorten helfen.  ("
439502,"Ja, Russland auch nicht mehr!",SPD,Gabriela Heinrich,AfD,Jürgen Braun,2023-09-28,196312,"Lechte [FDP]: Ja!) Vor einem Jahr war ich in Genf beim Menschenrechtsrat, und was ich dort erlebte, war schlichtweg niederschmetternd. Armenien, dessen Kernterritorium von Aserbaidschan angegriffen worden war, wollte sich Gehör verschaffen. Doch kein einziger Staat interessierte sich für Armenien, ("
121961,Hat es seit dem 22. September Anträge aus diesem Bereich gegeben? Keinen einzigen!,FDP,Hans-Michael Goldmann,SPD,Ernst Bahr,2003-03-19,60831,"es keine solche Haltungsregelung mehr geben. Da haben sie sich aber geirrt, wie wir alle gesehen haben. Wir werden die Haltungsverfahren so ändern, wie wir es vorgesehen haben. Dies werden wir fördern müssen; die Deckungsfähigkeit scheint mir in Ordnung zu sein. (Beifall bei der SPD und dem GRÜNE – "
255504,Haben Sie doch beschlossen! Rettungsschirme  ohne Ende!,SPD,Thomas Oppermann,CDU/CSU,Bettina Kudla,2012-05-23,114105,"  doch Euro-Bonds!) Dabei scheinen Sie den Bürger völlig vergessen zu haben. Mit welchem Recht fordern Sie, dass die Bürger für  Schulden anderer Länder haften sollen? (Dr. Tobias Lindner [GRÜNE]: Das tun wir doch jetzt schon!) Mit welchem Recht? (Klaus Brandner [SPD]: Haben Sie doch beschlossen! – "
4826,Das  stimmt!,CDU/CSU,Klaus-Jürgen Hedrich,SPD,Werner Schuster,1991-10-10,2958," ist andererseits  nicht genügend Geld vorhanden.  Für mich war der prägendste Eindruck bei Diskussionen mit professionellen Entwicklungshelfern vor  Ort , daß diese meine Einschätzungen meistens teilen.  Ich frage mich, warum ich solche Kritik nicht auch in  den offiziellen Papieren wiederfinde.  ("
260980,Waren Sie ein  paar Jahre im Ausland?,SPD,Thomas Oppermann,CDU/CSU,Johannes Singhammer,2012-10-25,116403,"nhebungen!) Dieses historisch Einmalige, das hat diese Koalition geschafft, weil wir die richtigen Rahmenbedingungen gesetzt und eisenharte Sparmaßnahmen verfügt haben. (Beifall bei Abgeordneten der CDU/CSU und  der FDP – Lachen der Abg. Elke Ferner  [SPD]) Das war nicht planlos, sondern planvoll. ("
443861,Die werden aber nicht benutzt!,AfD,Dr. Michael Kaufmann,FDP,Dr. Stephan Seiter,2023-11-09,197851,"h begrenzen kann. Und dann ist es umso wichtiger, Kenntnisse darüber zu haben, was solche Forschungsprozesse ergeben können. Um das zu wissen, muss ich selbst Forschung betreiben. (Stephan Albani [CDU/CSU]: Sehr richtig!) Das bedeutet: Wir brauchen entsprechende Sicherheitslabore, und die sind da. ("
26630,Sehr gut!,CDU/CSU,Hansjürgen Doss,CDU/CSU,Friedhelm Ost,1993-12-01,16218,". Ich selber  würde dafür plädieren — wir sollten das ernsthaft  diskutieren —, ob nicht in großen asiatischen Zentren  Deutsche Häuser errichtet werden und dort vor allem  eine Etage eingerichtet wird für mittlere und kleinere  Unternehmen, die dort Service brauchen, die dort  Beratung brauchen.  ("
33560,Richtig!,CDU/CSU,Dr. Norbert Blüm,SPD,Anke Fuchs,1994-11-24,21175,"ht  bemüht,  (Dr. Norbert Blüm [CDU/CSU]: Nein!)  sie liege nur auf dem Tisch. Sie muß verabschiedet  werden, damit wir endlich weiterkommen.  Ich will noch einmal allen, die es nicht wissen,  sagen: Es kann doch nicht sein, daß bei uns Menschen  zu ausbeuterischen Bedingungen beschäftigt werden.  ("
209266,"Hört, hört!",FDP,Dr. Heinrich L. Kolb,FDP,Dr. Claudia Winterstein,2010-01-21,96532,"tanz!) Der Haushalt 2010 entsteht also unter sehr schwierigen Bedingungen. Trotzdem gibt es für das Jahr 2010 die  positive Nachricht, dass der Einzelplan mit einem deutlich geringeren Ansatz, nämlich 6,3 Milliarden Euro weniger, auskommt, als noch unter Finanzminister Steinbrück für 2010 geplant. ("
347233,Das haben sie auch in diesem Fall!,SPD,De Ridder,AfD,Petr Bystron,2019-03-21,156902,"rung. (Zurufe von der AfD: Pfui!) Billy zu befreien, war nie eine Frage des Könnens, sondern eine Frage des Wollens. (Beifall bei der AfD) Die Beamten des Auswärtigen Amtes, die vielen Tausend Mitarbeiter, haben Hunderte, Tausende Male gezeigt, dass sie deutsche Bürger befreien können. (Dr. Daniela "
34776,Hört! Hört!,GRÜNE,Margareta Wolf-Mayer,SPD,Ingrid Matthäus-Maier,1995-02-09,22090,"ndsfeindlich, und das ist auch sozial ungerechtfertigt,  meine Damen und Herren.  (Beifall bei der SPD und dem GRÜNE)  Ihr Vorschlag ist von den Steuerexperten in der  Luft zerrissen worden. Jetzt haben Sie das Ganze auf  die Zeit nach der Hessenwahl verschoben. Das stand  gestern in der Zeitung.  ("
150154,Wer hat denn die Kohlesubventionen verlängert? Das waren doch Sie!,FDP,Dr. Andreas Pinkwart,SPD,Walter Schöler,2005-01-20,70048," verhalten, läge das Defizit in 2005 wahrscheinlich deutlich unter 3 Prozent; denn dies wirkt über mehrere Jahre. Das trifft den Bund, die Länder und die Gemeinden gleichermaßen. Hätten Sie mit Ihrer Klientelpolitik nicht immer Nein gesagt, stünden wir heute sicherlich ein ganzes Stück besser da.  ("
351921,Richtig!,DIE LINKE,Dr. Diether Dehm,DIE LINKE,Alexander Ulrich,2019-06-06,159109," (Beifall bei der LINKEN sowie bei Abgeordneten der AfD und des GRÜNE) Herr Pfeiffer, auch Sie haben sich hier jetzt für Nord Stream 2 ausgesprochen. Sagen Sie doch mal etwas zu dem, was in Amerika passiert! Wenn Trump erfolgreich ist, brauchen wir uns nicht mehr über Eigenständigkeit unterhalten. ("
191455,Albernheit! Das ist oberflächlich! Befriedigung des eigenen Gewissens!,FDP,Detlef Parr,GRÜNE,Winfried Hermann,2008-06-05,88052," nicht weiter! Das dient nur der Befriedigung des eigenen Egos!) – Der Kollege Parr nennt das Symbolpolitik. Für mich ist die Frage, ob es möglich ist, sich bei den Olympischen Spielen zu den Menschenrechten zu bekennen, und zwar nicht propagandistisch, sondern aus persönlicher Überzeugung heraus. ("
106382,"Das ist das Flachste, was ich je in diesem Hause gehört habe!",SPD,Klaus Brandner,CDU/CSU,Dagmar Wöhrl,2002-02-28,56500,"stand doch nur als Zielgruppe bei Wahlen interessant. Schröder ist in der Neuen Mitte nie angekommen. Politik der Mitte heißt, die wirtschaftliche Leistungskraft unseres Landes zu stärken und zu fördern. Sie aber haben uns zum Schlusslicht gemacht.  (Susanne Kastner [SPD]: Das ist ja schrecklich! – "
256796,Hören Sie mir doch mit  Honecker auf!,DIE LINKE,Harald Weinberg,SPD,Klaus Barthel,2012-06-15,114707," dazu neigen, den Wettbewerb als Grundlage der Marktwirtschaft aus sich heraus selbst abzuschaffen. (Beifall bei Abgeordneten der SPD) Das war die Erfahrung aus Kaiserreich und Weimarer  Republik. (Burkhardt Müller-Sönksen [FDP]: Herr  Honecker hat das besser gemacht! – Widerspruch bei der LINKEN – "
216337,"Das ist Geschichtsfälschung! Aufpassen, Herr Kollege!",GRÜNE,Jürgen Trittin,CDU/CSU,Volker Kauder,2010-05-05,98602," eine ganze Woche gebraucht, um die Griechen davon zu überzeugen, dass es auch in ihrem Interesse ist, wenn sie endlich die Kurve kriegen (Jürgen Trittin [GRÜNE]: Das war doch schon im März klar, Herr Kauder! – Zurufe von der SPD: Oh! Oh! – Na, na!) und einsehen, dass Sparmaßnahmen notwendig sind. ("
15562,Rich,CDU/CSU,Dr. Karl-Heinz Hornhues,CDU/CSU,Hans-Gerd Strube,1992-11-24,9229," zeigt: Wir haben die Weichen zur sozialen  Einheit in Deutschland richtig gestellt.  (Beifall bei der CDU/CSU)  Es war mir wichtig, zu verdeutlichen, daß die Renten  in West und Ost sicher sind. Ich wollte alle jene  bloßstellen, die es nicht lassen können, ihr Geschäft  mit der Angst zu machen.  ("
112521,Auch eine inhaltliche Begründung wäre gut!,FDP,Dr. Irmgard Schwaetzer,SPD,Silvia Schmidt,2002-06-28,58473,"gen an Unternehmen ist als eine Anlageform für breite Bevölkerungsgruppen nur bedingt geeignet, insbesondere nicht für Zwecke der Altersversorgung. Er sagte weiter: Es ist daher sinnvoll, dass die Mitarbeiterbeteiligung nicht in die Förderung nach dem Altersvermögensgesetz aufgenommen worden ist.  ("
254080,Nehmen  Sie die Realität doch mal wahr!,CDU/CSU,Tankred Schipanski,SPD,Swen Schulz,2012-04-26,113396,"[CDU/CSU]: Nicht Standard! Die richtige Argumentation, Herr Schulz!) Sie lautet in etwa: Wir haben doch gar kein Problem, immer mit der Ruhe, wir haben alles im Griff. (Tankred Schipanski [CDU/CSU]: Das ist  doch auch so!) Mit Verlaub, liebe Kolleginnen und Kollegen: Sie haben gar nichts im Griff. ("
6925,So wie früher mit  der Mauer!,CDU/CSU,<unknown>,DIE LINKE,Petra Bläss,1991-11-28,4133,"l für eine soziale Grundsicherung  ein. Mit der Forderung nach sozialer Grundsicherung,  die neben dem System der sozialen Sicherung neue  Wege zur Gestaltung individueller Lebensperspektiven eröffnet, wollen wir erreichen, daß die Sozialpolitik ihrer Schutz- und Gestaltungsfunktion gerecht  wird.  "
138209,Sie müssen mehr als nur die Zusammenfassung von Gutachten lesen!,SPD,Ulrich Kelber,CDU/CSU,Dr. Joachim Pfeiffer,2004-04-02,66224,"agen Ihnen für das Jahr 2010 voraus, dass der Beschäftigungseffekt negativ sein wird, und zwar um 6 000 Arbeitsplätze. Im Jahr 2012 wird es bereits einen negativen Beschäftigungseffekt von 20 000 Arbeitsplätzen geben. Das sagen Ihnen Ihre Gutachter voraus, wenn Sie Ihre Politik so weiterbetreiben. ("
196404,So ist es!,FDP,Cornelia Pieper,FDP,Uwe Barth,2008-11-25,90427,"INKE]) Meine Damen und Herren, die Bildungsrepublik Deutschland ist auch unser Ziel. Das ist ganz klar. Mit diesem Haushalt verpasst die schwarz-rote Koalition leider eine weitere und, wie ich hoffe, die letzte Chance, dafür nicht nur ein Zeichen zu setzen, sondern endlich auch Fakten zu schaffen. ("
266670,Hoffentlich nicht!,DIE LINKE,Wolfgang Gehrcke,SPD,Rainer Arnold,2013-01-30,118756,"ch die Kurve bekommen; das war notwendig. Es handelt sich eben um keine  einfachen Debatten. Deshalb schweigt die Kanzlerin  meistens bei solchen Themen. Die Linken versuchen wieder einmal, Dinge in einen  Topf zu werfen, die nicht miteinander zu vergleichen  sind. Mali wird nicht wie Afghanistan. ("
20437,So etwas ma,SPD,Gerlinde Hämmerle,SPD,Dr. Cornelie Sonntag-Wolgast,1993-04-29,12356,"einbürgern zu lassen. Aber allen denjenigen,  die den Wunsch haben, wollen wir nicht länger mit  antiquierten Paragraphen und bürokratischen Hindernissen diesen Weg versperren oder erschweren.  Wir verlangen auch nichts Revolutionäres, nichts,  was unser Staatsgefüge durcheinanderwirbein  könnte,  ("
456682,"16 Bundesländer fordern die rechtssichere Einführung, Frau Kollegin! Sorgen Sie dafür!",CDU/CSU,Stephan Stracke,SPD,Rasha Nasr,2024-03-21,201602,"DU/CSU]: Den Eindruck machen Sie nicht!) Ihre rechthaberische Art und Weise führt nicht dazu, dass mehr Menschen zu uns kommen und Lust haben, mitzuarbeiten. (Katja Mast [SPD], an den Abg. Thorsten Frei [CDU/CSU] gewandt: Thorsten, mach doch eine Zwischenfrage!) Erkennen Sie doch bitte endlich an, ("
13517,Mei,CDU/CSU,Franz Altherr,DIE LINKE,Dr. Ursula Fischer,1992-09-11,7749,"habe auch Hoffnung. Ich habe besondere  Hoffnung in die jüngere Ärztegeneration. Die jungen  Ärzte verfluchen insgeheim den sogenannten Sicherstellungsauftrag, von dem ihre Vorgänger so lange  und auch sehr gut gelebt haben, der ihnen aber nur  bürokratische Schikanen und Frust bringt.  (Dr. Walter "
284403,Machen Sie mit?,CDU/CSU,Volker Kauder,DIE LINKE,Dr. Gregor Gysi,2014-09-10,127203,"e selbst.  (Beifall bei der LINKEN – Volker Kauder [CDU/CSU]: Das war schon ein blöder Anfang!)  Lassen Sie mich zunächst etwas zur Außenpolitik sagen. Außenminister Kerry hat nun voll Stolz erklärt, dass es eine Koalition der Willigen gegen ISIS unter Einschluss der Türkei und Deutschlands gibt.  ("
217929,Aber deine Rede ist nicht mal Kreisklasse!,GRÜNE,Jürgen Trittin,DIE LINKE,Dr. Gregor Gysi,2010-05-21,99156,": Immer, wenn du nicht durchblickst, sind andere schuld!) – ich bin gleich fertig mit der Antwort –, dass es bei der Zulassung von Hedgefonds und Leerverkäufen nur um die Frage ging, ob wir Kreisklasse bleiben oder Weltklasse werden. Nun sind wir in einer Weltklassekrise.  (Beifall bei der LINKEN – "
48319,Das hätten Sie früher sagen sollen!,FDP,Ulrich Heinrich,SPD,Dr. Liesel Hartenstein,1996-10-17,31783,"ollen, nicht im Augenblick; aber ich liefere  das gern nach.  (Steffen Kampeter [CDU/CSU]: Darüber  würde ich mich sehr freuen!)  - Oh ja. Wir haben Gelegenheit dazu, ich hoffe das.  Meine Damen und Herren, das Kreislaufwirtschaftsgesetz enthält zweifellos gute Ansätze. Das  bestreiten wir nicht.  ("
25414,Das ist doch  richtig! Was ist denn daran falsch?,CDU/CSU,Ulrich Schmalz,DIE LINKE,Dr. Ursula Fischer,1993-10-29,15514,"rte offenbaren eher Ihren Zynismus der heutigen Po litik auf  diesem Gebiet.  Der Entwicklungsminister erklärte in der gleichen  Rede — ich zitiere —:  Entwicklungspolitik allein vermag jedoch wenig,  wenn sie nicht eng mit der Außen-, der Wirtschafts- und der Sicherheitspolitik verflochten  ist.  ("
355192,So ist es!,AfD,Armin-Paulus Hampel,AfD,Martin Sichert,2019-09-26,160506,"Herr Präsident! Meine Damen und Herren! Die Praxis beweist, dass Sie von der Linken keine Ausbildungsförderung kennen. ("
37184,Vielen Dank für  das Kompliment!,FDP,Horst Friedrich,SPD,Jutta Müller,1995-05-18,23792,"w-Umleitungen und Geschwindigkeitsabsenkungen können Lärmminderungen erzielt werden, denn zwischen Geschwindigkeit  und Lärm besteht ein direkter Zusammenhang.  (Zuruf des Abg. Horst Friedrich [FDP])  - Ich gehe davon aus, Herr F riedrich, daß Sie sich immer daran halten. So wie Sie aussehen, ja.  ("
38428,Aha!,SPD,Ingrid Matthäus-Maier,CDU/CSU,Hans-Peter Repnik,1995-09-05,24690,Nein. Die erste  Frage bestätige ich.  (
389125,Hat das Weite gesucht!,AfD,Siegbert Droese,CDU/CSU,Nadine Schön,2021-06-11,178408,"it in den letzten vier Jahren, meistens in Ihrem Amt als Justizministerin, wo wir ja auch Überschneidungen hatten, und in den letzten Wochen auch als Familienministerin. Nehmen Sie die Grüße gerne auch an Franziska Giffey mit, von der wir uns im Hohen Haus leider nicht mehr verabschieden konnten.  ("
42854,Bei welchem Tagesord,SPD,Horst Sielaff,CDU/CSU,Egon Susset,1996-02-01,27588,"!)  Wir haben Antworten der Bundesregierung auf  Fragen der SPD diskutiert. Das Ergebnis der einstündigen Aussprache war, daß seitens der SPD vom Kollegen Thalheim und vom Kollegen Hemker wieder nur Fragen gestellt wurden. Wir sind also wieder da,  wo wir waren, als ihr eure Fragen gestellt habt.  ("
